127.0.0.1 - - [06/Sep/2023:10:04:41 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [06/Sep/2023:14:01:19 +0900] "GET /Test/result.jsp HTTP/1.1" 200 4410
0:0:0:0:0:0:0:1 - - [06/Sep/2023:14:01:32 +0900] "GET /Test/result.jsp HTTP/1.1" 200 4410
0:0:0:0:0:0:0:1 - - [06/Sep/2023:14:01:47 +0900] "GET /Test/joinForm.jsp HTTP/1.1" 200 3162
0:0:0:0:0:0:0:1 - - [06/Sep/2023:14:03:01 +0900] "GET /Test/joinProcess.jsp?artist_id=A020&artist_name=%EA%B9%80%EA%B0%80%EA%B0%80%EA%B0%80&artist_gender=F&talent=03&agency=B%EC%97%94%ED%84%B0%ED%85%8C%EC%9D%B8%EB%A8%BC%ED%8A%B8 HTTP/1.1" 200 129
0:0:0:0:0:0:0:1 - - [06/Sep/2023:14:03:30 +0900] "GET /Test/joinProcess.jsp?artist_id=A021&artist_name=%EA%B9%80%EA%B0%80%EA%B0%80%EA%B0%80&artist_gender=F&talent=03&agency=B%EC%97%94%ED%84%B0%ED%85%8C%EC%9D%B8%EB%A8%BC%ED%8A%B8 HTTP/1.1" 200 98
0:0:0:0:0:0:0:1 - - [06/Sep/2023:14:06:15 +0900] "GET /Test/joinProcess.jsp?artist_id=A022&artist_name=%EA%B9%80%EA%B0%80%EA%B0%80%EA%B0%80&artist_gender=F&talent=03&agency=B%EC%97%94%ED%84%B0%ED%85%8C%EC%9D%B8%EB%A8%BC%ED%8A%B8 HTTP/1.1" 200 68
0:0:0:0:0:0:0:1 - - [06/Sep/2023:14:06:59 +0900] "GET /Test/joinProcess.jsp?artist_id=A023&artist_name=%EA%B9%80%EA%B0%80%EA%B0%80%EA%B0%80&artist_gender=F&talent=03&agency=B%EC%97%94%ED%84%B0%ED%85%8C%EC%9D%B8%EB%A8%BC%ED%8A%B8 HTTP/1.1" 200 86
0:0:0:0:0:0:0:1 - - [06/Sep/2023:14:06:59 +0900] "GET /Test/result.jsp HTTP/1.1" 200 5082
0:0:0:0:0:0:0:1 - - [06/Sep/2023:14:08:23 +0900] "GET /Test/joinForm.jsp HTTP/1.1" 200 3162
0:0:0:0:0:0:0:1 - - [06/Sep/2023:14:08:27 +0900] "GET /Test/result.jsp HTTP/1.1" 200 5082
0:0:0:0:0:0:0:1 - - [06/Sep/2023:14:08:28 +0900] "GET /Test/joinForm.jsp HTTP/1.1" 200 3162
0:0:0:0:0:0:0:1 - - [06/Sep/2023:14:08:39 +0900] "GET /Test/result.jsp HTTP/1.1" 200 5082
0:0:0:0:0:0:0:1 - - [06/Sep/2023:14:08:40 +0900] "GET /Test/joinForm.jsp HTTP/1.1" 200 3162
0:0:0:0:0:0:0:1 - - [06/Sep/2023:14:08:41 +0900] "GET /Test/joinForm.jsp HTTP/1.1" 200 3162
0:0:0:0:0:0:0:1 - - [06/Sep/2023:14:08:41 +0900] "GET /Test/result.jsp HTTP/1.1" 200 5082
0:0:0:0:0:0:0:1 - - [06/Sep/2023:14:08:42 +0900] "GET /Test/joinForm.jsp HTTP/1.1" 200 3162
0:0:0:0:0:0:0:1 - - [06/Sep/2023:14:08:55 +0900] "GET /Test/joinProcess.jsp?artist_id=A023&artist_name=%EA%B8%B0%EA%B0%80%EA%B0%80&artist_gender=M&talent=03&agency=B%EC%97%94%ED%84%B0%ED%85%8C%EC%9D%B8%EB%A8%BC%ED%8A%B8 HTTP/1.1" 200 4
0:0:0:0:0:0:0:1 - - [06/Sep/2023:14:09:16 +0900] "GET /Test/result.jsp HTTP/1.1" 200 5082
0:0:0:0:0:0:0:1 - - [06/Sep/2023:14:09:17 +0900] "GET /Test/joinForm.jsp HTTP/1.1" 200 3162
0:0:0:0:0:0:0:1 - - [06/Sep/2023:14:09:33 +0900] "GET /Test/joinProcess.jsp?artist_id=A204&artist_name=%EB%82%98%EB%82%98%EB%82%98&artist_gender=M&talent=02&agency=C%EC%97%94%ED%84%B0%ED%85%8C%EC%9D%B8%EB%A8%BC%ED%8A%B8 HTTP/1.1" 200 130
0:0:0:0:0:0:0:1 - - [06/Sep/2023:14:10:38 +0900] "GET /Test/joinProcess.jsp?artist_id=A204&artist_name=%EB%82%98%EB%82%98%EB%82%98&artist_gender=M&talent=02&agency=C%EC%97%94%ED%84%B0%ED%85%8C%EC%9D%B8%EB%A8%BC%ED%8A%B8 HTTP/1.1" 200 4
0:0:0:0:0:0:0:1 - - [06/Sep/2023:14:10:40 +0900] "GET /Test/joinForm.jsp HTTP/1.1" 200 3162
0:0:0:0:0:0:0:1 - - [06/Sep/2023:14:10:59 +0900] "GET /Test/joinProcess.jsp?artist_id=A205&artist_name=%EB%8B%A4%EB%8B%A4%E3%85%8F&artist_gender=F&talent=01&agency=D%EC%97%94%ED%84%B0%ED%85%8C%EC%9D%B8%EB%A8%BC%ED%8A%B8 HTTP/1.1" 200 108
0:0:0:0:0:0:0:1 - - [06/Sep/2023:14:11:00 +0900] "GET /Test/result.jsp HTTP/1.1" 200 5412
0:0:0:0:0:0:0:1 - - [06/Sep/2023:14:11:08 +0900] "GET /Test/joinForm.jsp HTTP/1.1" 200 3162
0:0:0:0:0:0:0:1 - - [06/Sep/2023:14:14:10 +0900] "GET /Test/result.jsp HTTP/1.1" 200 305
0:0:0:0:0:0:0:1 - - [06/Sep/2023:14:16:23 +0900] "GET /Test/result.jsp HTTP/1.1" 200 305
0:0:0:0:0:0:0:1 - - [06/Sep/2023:14:17:25 +0900] "GET /Test/result.jsp HTTP/1.1" 200 305
0:0:0:0:0:0:0:1 - - [06/Sep/2023:14:17:28 +0900] "GET /Test/result.jsp HTTP/1.1" 200 305
0:0:0:0:0:0:0:1 - - [06/Sep/2023:14:21:07 +0900] "GET /Test/result.jsp HTTP/1.1" 200 305
0:0:0:0:0:0:0:1 - - [06/Sep/2023:14:21:09 +0900] "GET /Test/joinForm.jsp HTTP/1.1" 200 3162
0:0:0:0:0:0:0:1 - - [06/Sep/2023:14:21:10 +0900] "GET /Test/result.jsp HTTP/1.1" 200 305
0:0:0:0:0:0:0:1 - - [06/Sep/2023:14:21:11 +0900] "GET /Test/result.jsp HTTP/1.1" 200 305
0:0:0:0:0:0:0:1 - - [06/Sep/2023:14:21:11 +0900] "GET /Test/result.jsp HTTP/1.1" 200 305
0:0:0:0:0:0:0:1 - - [06/Sep/2023:14:21:42 +0900] "GET /Test/result.jsp HTTP/1.1" 200 3006
0:0:0:0:0:0:0:1 - - [06/Sep/2023:14:28:43 +0900] "GET /Test/joinForm.jsp HTTP/1.1" 200 3162
